Wall time,Step,Value
1683502519.7492669,24928,-190.34503173828125
1683502519.8143167,25271,-191.40292358398438
1683502519.8855846,25633,-192.8579559326172
1683502519.9512694,25981,-195.18350219726562
1683502520.018875,26336,-188.92691040039062
1683502520.090951,26712,-185.2771759033203
1683502520.1528425,27031,-187.03697204589844
1683502520.2378075,27444,-185.75624084472656
1683502520.3058243,27799,-183.35406494140625
1683502520.3792832,28174,-180.90982055664062
1683502520.4577465,28576,-184.7500762939453
1683502520.5277636,28941,-188.6483154296875
1683502520.619673,29388,-189.78671264648438
1683502520.673689,29682,-185.10531616210938
1683502520.739714,30017,-185.5525665283203
1683502520.8357382,30491,-187.93096923828125
1683502520.9117565,30885,-184.75660705566406
1683502520.9852774,31261,-189.6192169189453
1683502521.0724142,31700,-193.3462677001953
1683502521.135934,32028,-189.6295928955078
1683502521.1984975,32357,-188.5996856689453
1683502521.2710202,32728,-190.4995574951172
1683502521.3413272,33100,-190.10279846191406
1683502521.4188545,33497,-192.85789489746094
1683502521.4888723,33858,-191.0500030517578
1683502521.554332,34211,-185.90945434570312
1683502521.6377764,34641,-189.2864532470703
1683502521.7080173,35006,-190.51536560058594
1683502521.7880352,35406,-191.4722442626953
1683502521.8650565,35803,-191.4785919189453
1683502521.9283373,36143,-190.076416015625
1683502521.9893508,36464,-189.28021240234375
1683502522.057618,36820,-191.2528076171875
1683502522.1311405,37194,-193.66677856445312
1683502522.1979384,37532,-194.3491973876953
1683502522.272965,37918,-192.60231018066406
1683502522.3559659,38344,-190.1603546142578
1683502522.4248686,38693,-189.90240478515625
1683502522.4925144,39047,-188.41746520996094
1683502522.5530324,39372,-192.0740509033203
1683502522.6228604,39732,-190.01870727539062
1683502522.6938782,40105,-191.6480255126953
1683502522.7518933,40419,-185.09521484375
1683502522.843381,40863,-187.4351806640625
1683502522.9159393,41226,-189.8208465576172
1683502522.9809542,41572,-191.4266815185547
1683502523.049387,41929,-190.27403259277344
1683502523.1198452,42284,-189.84864807128906
1683502523.1959286,42660,-189.07186889648438
1683502523.263443,43003,-185.759033203125
1683502523.3355489,43369,-188.0249786376953
1683502523.4298143,43818,-185.2784881591797
1683502523.5131638,44219,-179.1134796142578
1683502523.575666,44538,-174.67291259765625
1683502523.636404,44865,-176.5923309326172
1683502523.7129261,45258,-174.76522827148438
1683502523.7888775,45635,-176.26646423339844
1683502523.8622246,46015,-177.5546112060547
1683502523.9461071,46452,-174.82077026367188
1683502524.004122,46759,-173.96791076660156
1683502524.0824325,47148,-181.12669372558594
1683502524.1592586,47495,-179.50086975097656
1683502524.243659,47900,-179.0072784423828
1683502524.3326528,48320,-186.2613983154297
1683502524.4066572,48690,-183.5101318359375
1683502524.476242,49004,-182.19590759277344
1683502524.5513659,49353,-181.9703826904297
1683502524.6196644,49700,-182.9093017578125
1683502525.4483812,50047,-180.95657348632812
1683502525.89952,50340,-192.85935974121094
1683502526.7585113,50868,-220.4678192138672
1683502527.7075,51441,-255.79405212402344
1683502528.481219,51926,-281.2481994628906
1683502529.5036316,52574,-306.079833984375
1683502534.4615073,54872,-314.7900390625
1683502543.9417055,58872,-317.7423400878906
1683502551.8614845,62075,-316.52447509765625
1683502561.8318634,66075,-317.32501220703125
1683502573.2876134,70075,-315.6430969238281
1683502581.2596662,73273,-311.7472839355469
1683502588.9168987,76557,-307.8666076660156
1683502599.9368496,80557,-301.6184997558594
1683502609.0491812,83778,-295.7618103027344
1683502616.4299393,86749,-289.83868408203125
1683502626.1768162,90548,-285.65093994140625
1683502636.514208,94421,-275.5994873046875
1683502644.7799447,97626,-274.8961181640625
1683502653.4260287,100824,-276.5968933105469
1683502657.5048873,102352,-269.23486328125
1683502662.808698,104624,-266.70684814453125
1683502668.7139213,107204,-265.18701171875
1683502669.9046953,107912,-265.5066223144531
1683502675.2686932,110355,-268.4618225097656
1683502679.6277134,112137,-266.2329406738281
1683502687.7316399,115257,-253.1425323486328
1683502691.1848476,116981,-222.99855041503906
1683502694.7685094,118778,-189.27279663085938
1683502699.484087,120978,-158.62954711914062
1683502704.997959,123363,-130.5264892578125
1683502710.1664872,125625,-122.80997467041016
1683502717.465426,128580,-117.9339599609375
1683502720.2475047,130175,-113.03276824951172
1683502723.2080035,131744,-104.89942932128906
1683502730.9954658,134727,-100.64432525634766
1683502738.9935887,137889,-98.1877670288086
1683502748.840355,141767,-101.01280212402344
1683502755.2681992,144353,-98.62931823730469
1683502766.371163,148353,-100.64820098876953
1683502775.3669574,151896,-103.61447143554688
1683502786.4080753,155896,-107.08470916748047
1683502797.6223242,159896,-109.23442840576172
1683502807.4507422,163896,-106.75053405761719
1683502817.1355588,167896,-101.17506408691406
1683502827.0689106,171896,-101.33424377441406
1683502836.667343,175896,-99.68919372558594
1683502846.588295,179896,-98.53499603271484
1683502858.4236116,183896,-94.18883514404297
1683502869.2220407,187896,-89.95906829833984
1683502879.485404,191896,-88.54434967041016
1683502890.3188388,195896,-87.11133575439453
1683502900.6862085,199896,-86.73665618896484
1683502910.618069,203896,-82.65440368652344
1683502921.495179,207896,-83.03071594238281
1683502931.6473815,211896,-83.55310821533203
1683502942.9198177,215896,-82.53820037841797
1683502953.7116954,219896,-82.36660766601562
1683502962.8725643,223896,-86.04155731201172
1683502974.097467,227896,-94.72074127197266
1683502985.7744453,231896,-99.61929321289062
1683502995.8443022,235896,-102.22599029541016
1683503006.1322236,239896,-103.77130126953125
1683503017.2364345,243896,-108.19266510009766
1683503027.1244795,247896,-107.67806243896484
1683503037.709883,251896,-108.14947509765625
1683503047.2457476,255896,-108.42772674560547
1683503058.5076659,259896,-108.8123779296875
1683503069.186773,263896,-109.42408752441406
1683503080.2018998,267896,-110.53755187988281
1683503090.1378527,271896,-111.7142562866211
1683503100.6133492,275896,-112.32620239257812
1683503110.3226204,279896,-111.5515365600586
1683503120.038494,283896,-112.88760375976562
1683503130.3697295,287896,-112.82524108886719
1683503140.4362738,291896,-114.47515869140625
1683503151.3561692,295896,-114.68202209472656
1683503161.5334916,299896,-116.57484436035156
1683503173.1295106,303896,-117.06934356689453
1683503183.3408835,307896,-117.79308319091797
1683503194.1633048,311896,-118.79609680175781
1683503204.0685797,315896,-118.59313201904297
1683503214.499851,319896,-119.31108093261719
1683503223.906114,323851,-119.15421295166016
1683503234.6410775,327851,-119.71403503417969
1683503244.7202256,331851,-118.5157699584961
1683503257.075108,335851,-119.78746795654297
1683503268.949423,339851,-118.84319305419922
1683503278.7044485,343851,-118.24708557128906
1683503288.3803477,347851,-118.51934051513672
1683503299.1137605,351851,-118.19044494628906
1683503309.2086546,355851,-117.3974838256836
1683503319.7625594,359851,-118.15931701660156
1683503329.088897,363851,-118.2195053100586
1683503338.7017646,367851,-117.44378662109375
1683503347.7911782,371692,-117.7259521484375
1683503357.1015236,375692,-118.94098663330078
1683503366.927778,379692,-120.1771011352539
1683503377.9612637,383692,-119.26962280273438
1683503387.9436448,387692,-119.95274353027344
1683503397.8601775,391692,-118.91936492919922
1683503407.3828468,395692,-119.58961486816406
1683503415.576163,399287,-119.71566772460938
1683503426.189558,403287,-120.1666488647461
1683503435.8714278,407287,-119.89083099365234
1683503445.231681,411287,-119.19161987304688
1683503454.397619,415287,-118.5728530883789
1683503464.0049913,419287,-117.73857879638672
1683503473.5575197,423287,-117.45513916015625
1683503483.9002402,427287,-117.19966888427734
1683503493.1900864,431287,-117.6362075805664
1683503501.8379443,435287,-117.39253997802734
1683503510.6472642,439287,-118.23123931884766
1683503521.0965877,443287,-117.58203887939453
1683503530.8095105,447287,-117.16390991210938
1683503542.0924714,451287,-117.8308334350586
1683503553.4153588,455287,-118.915771484375
1683503563.248735,459287,-118.94801330566406
1683503572.6831267,463287,-119.33659362792969
1683503583.175509,467287,-119.51876831054688
1683503592.9968562,471287,-118.45939636230469
1683503603.5221527,475287,-117.94317626953125
1683503613.828154,479287,-117.63983154296875
1683503622.9475887,483287,-118.0074691772461
1683503632.276345,487287,-117.95880889892578
1683503643.0156736,491287,-117.3457260131836
1683503652.9891179,495287,-116.41271209716797
1683503662.5326424,499287,-114.9823226928711
