Wall time,Step,Value
1683469094.3083422,172032,-111.42387390136719
1683469100.9502568,174080,-111.90892791748047
1683469107.7719347,176128,-111.5865478515625
1683469114.829601,178176,-112.41727447509766
1683469121.5538683,180224,-112.92234802246094
1683469128.3794658,182272,-112.33059692382812
1683469134.9820797,184320,-112.78995513916016
1683469142.363408,186368,-112.99153137207031
1683469148.7953546,188416,-112.65386199951172
1683469156.6752758,190464,-113.3292007446289
1683469163.7518103,192512,-113.6268310546875
1683469171.3028395,194560,-114.1004409790039
1683469179.093672,196608,-114.58920288085938
1683469186.3431695,198656,-114.43913269042969
1683469194.8405771,200704,-114.67562866210938
1683469201.6250985,202752,-115.18451690673828
1683469208.629409,204800,-115.17609405517578
1683469216.0885258,206848,-116.27928924560547
1683469223.9910004,208896,-116.88583374023438
1683469231.8026175,210944,-117.5079574584961
1683469239.0936668,212992,-116.8641357421875
1683469246.3673954,215040,-116.91069793701172
1683469254.2866063,217088,-116.97386932373047
1683469261.3499823,219136,-117.68524932861328
1683469268.6972144,221184,-117.9689712524414
1683469276.2662406,223232,-117.67636108398438
1683469283.3562436,225280,-118.079345703125
1683469290.0068142,227328,-117.36061096191406
1683469297.586064,229376,-116.56816101074219
1683469305.7413986,231424,-117.62486267089844
1683469313.2688217,233472,-117.79067993164062
1683469320.6070666,235520,-117.55780029296875
1683469327.5259004,237568,-117.40425109863281
1683469335.7485332,239616,-117.39913940429688
1683469342.0870044,241664,-116.8707504272461
1683469348.8209932,243712,-116.60102844238281
1683469356.0609744,245760,-115.83777618408203
1683469363.541396,247808,-115.69816589355469
1683469370.97954,249856,-115.1707763671875
1683469377.9279246,251904,-115.92459106445312
1683469384.7923133,253952,-115.19248962402344
1683469391.6724355,256000,-114.07906341552734
1683469399.0685678,258048,-115.08358764648438
1683469406.1971714,260096,-114.97036743164062
1683469412.4818206,262144,-116.43885803222656
1683469419.192606,264192,-116.54308319091797
1683469426.333673,266240,-116.525634765625
1683469433.1438873,268288,-116.20250701904297
1683469441.2743285,270336,-116.57012939453125
1683469448.4130719,272384,-116.75431060791016
1683469454.6189737,274432,-117.61276245117188
1683469462.2283118,276480,-117.5656967163086
1683469469.5476546,278528,-117.51590728759766
1683469475.7842689,280576,-117.90131378173828
1683469482.17476,282624,-117.48896789550781
1683469488.6618588,284672,-117.3437728881836
1683469495.4339247,286720,-117.45561981201172
1683469502.9318604,288768,-117.197265625
1683469509.9168928,290816,-117.0780029296875
1683469516.0706751,292864,-117.00541687011719
1683469523.0939517,294912,-116.60948181152344
1683469529.7311187,296960,-116.54202270507812
1683469536.6668122,299008,-116.49800109863281
1683469542.9100413,301056,-117.82514190673828
1683469549.3132532,303104,-117.13389587402344
1683469556.7007244,305152,-117.36854553222656
1683469563.522221,307200,-117.15137481689453
1683469569.8169804,309248,-116.88060760498047
1683469576.9622285,311296,-117.47918701171875
1683469583.327888,313344,-118.06489562988281
1683469590.8972013,315392,-117.77832794189453
1683469597.805238,317440,-117.6004638671875
1683469604.0337903,319488,-119.08663177490234
1683469610.8100834,321536,-118.61634063720703
1683469618.0480764,323584,-119.21040344238281
1683469624.6299155,325632,-119.73601531982422
1683469632.0498726,327680,-120.14920043945312
1683469638.671947,329728,-121.06645202636719
1683469645.979297,331776,-121.13600158691406
1683469652.3480432,333824,-120.67616271972656
1683469658.5319114,335872,-121.8834457397461
1683469664.9557648,337920,-122.7503662109375
1683469671.1065931,339968,-124.35786437988281
1683469678.3933597,342016,-124.78547668457031
1683469685.248585,344064,-125.04472351074219
1683469691.9416919,346112,-125.72244262695312
1683469698.332135,348160,-125.98777770996094
1683469705.2048311,350208,-127.00970458984375
1683469711.4905345,352256,-126.91200256347656
1683469717.8620596,354304,-127.03964233398438
1683469725.1525853,356352,-126.71540069580078
1683469731.881761,358400,-127.0486068725586
1683469738.1447804,360448,-126.96208953857422
1683469745.1745028,362496,-128.1513214111328
1683469752.184479,364544,-127.68264770507812
1683469758.5254238,366592,-126.69812774658203
1683469764.8901324,368640,-127.05130767822266
1683469771.1537726,370688,-127.37091827392578
1683469777.7106328,372736,-127.13101959228516
1683469784.848305,374784,-128.81748962402344
1683469791.1280842,376832,-128.02114868164062
1683469797.5641453,378880,-128.2849578857422
1683469804.2420373,380928,-128.41453552246094
1683469811.514035,382976,-128.99659729003906
1683469818.1015246,385024,-129.33688354492188
1683469825.1873133,387072,-128.85885620117188
1683469831.278652,389120,-128.35009765625
1683469839.477268,391168,-128.81695556640625
1683469846.0460126,393216,-129.29966735839844
1683469853.0463254,395264,-131.2105712890625
1683469860.043339,397312,-130.76783752441406
1683469867.952641,399360,-131.0677032470703
1683469874.9105372,401408,-131.53746032714844
1683469881.5860991,403456,-131.0582275390625
1683469887.5783515,405504,-129.9884033203125
1683469894.327013,407552,-129.27220153808594
1683469900.3214905,409600,-129.47291564941406
1683469907.6722522,411648,-129.52197265625
1683469913.3184986,413696,-129.7431182861328
1683469919.9014928,415744,-129.7469024658203
1683469927.3679557,417792,-132.6083526611328
1683469934.338162,419840,-131.473876953125
1683469940.2961543,421888,-130.61129760742188
1683469946.3060634,423936,-130.57333374023438
1683469952.831813,425984,-130.62548828125
1683469960.031235,428032,-129.64610290527344
1683469966.3087366,430080,-130.22186279296875
1683469972.4368842,432128,-131.30369567871094
1683469978.3692288,434176,-132.12704467773438
1683469983.9481568,436224,-132.1849365234375
1683469989.8419476,438272,-133.22003173828125
1683469995.670079,440320,-132.37103271484375
1683470002.4838645,442368,-133.80491638183594
1683470009.7701554,444416,-134.67433166503906
1683470017.4139683,446464,-134.11590576171875
1683470024.3954856,448512,-134.09010314941406
1683470030.830153,450560,-133.33848571777344
1683470037.486001,452608,-134.81785583496094
1683470044.4238245,454656,-134.88555908203125
1683470051.3784788,456704,-134.1796417236328
1683470058.2526016,458752,-135.1295623779297
1683470065.06312,460800,-135.8413848876953
1683470071.0085614,462848,-135.66490173339844
1683470077.979164,464896,-134.70834350585938
1683470085.8173254,466944,-134.40354919433594
1683470091.9898224,468992,-133.9582977294922
1683470098.2942493,471040,-133.9762420654297
1683470105.708544,473088,-134.00062561035156
1683470111.7268603,475136,-133.77818298339844
1683470117.8492644,477184,-135.37509155273438
1683470124.1580784,479232,-135.36505126953125
1683470131.7734637,481280,-135.88192749023438
1683470137.423866,483328,-135.76632690429688
1683470143.2961385,485376,-136.44345092773438
1683470150.3101842,487424,-136.97874450683594
1683470156.8057692,489472,-136.6806640625
1683470163.9772496,491520,-136.0118408203125
1683470170.2002952,493568,-137.7755889892578
1683470176.2274635,495616,-137.61260986328125
1683470183.6825387,497664,-138.16893005371094
1683470190.385269,499712,-138.6108856201172
1683470196.4467692,501760,-138.86434936523438
