Wall time,Step,Value
1683463028.0237007,42296,-167.8720245361328
1683463028.0917156,42656,-170.5830841064453
1683463028.1537294,42975,-174.43902587890625
1683463028.235693,43375,-176.093994140625
1683463028.286704,43657,-169.68919372558594
1683463028.3672526,44065,-176.19448852539062
1683463028.4522758,44486,-175.97958374023438
1683463028.544525,44880,-179.0097198486328
1683463028.6135607,45217,-177.5199432373047
1683463028.6795754,45552,-181.03196716308594
1683463028.7560997,45944,-179.00550842285156
1683463028.846756,46359,-177.64344787597656
1683463028.9305933,46754,-177.72677612304688
1683463029.0061166,47143,-177.96151733398438
1683463029.0631301,47435,-176.29180908203125
1683463029.195709,47960,-178.51431274414062
1683463029.2628112,48287,-174.95419311523438
1683463029.3558354,48742,-178.96397399902344
1683463029.419947,49081,-180.68896484375
1683463029.4908853,49455,-179.7275848388672
1683463029.5889065,49944,-181.69447326660156
1683463030.6070914,50225,-195.8501434326172
1683463031.2724166,50690,-218.0901641845703
1683463031.9363654,51143,-250.40213012695312
1683463032.5535085,51559,-270.169189453125
1683463033.2999082,52061,-295.0292663574219
1683463037.7594564,54127,-310.6968688964844
1683463040.2151666,55529,-306.3797607421875
1683463042.0858831,56624,-301.7560729980469
1683463049.114689,59511,-301.5493469238281
1683463057.432636,62754,-292.83782958984375
1683463062.9614973,65247,-282.2837219238281
1683463069.2981658,68070,-276.01922607421875
1683463076.8887494,71487,-271.77984619140625
1683463086.6861234,75487,-267.6984558105469
1683463092.447844,77937,-268.9871520996094
1683463098.9578288,80652,-266.7261047363281
1683463105.549603,83251,-267.9063720703125
1683463107.197047,84260,-270.8191833496094
1683463111.5383747,86341,-273.59820556640625
1683463115.998282,88341,-282.83123779296875
1683463119.0841918,90083,-288.1973876953125
1683463121.0430162,91257,-284.55828857421875
1683463122.3774974,92144,-287.27252197265625
1683463124.6583269,93441,-286.5348205566406
1683463126.4846113,94625,-289.2955322265625
1683463129.9138446,96435,-270.90087890625
1683463131.6112535,97513,-251.793212890625
1683463134.4117723,99096,-222.21383666992188
1683463136.5142574,100392,-211.99798583984375
1683463139.4345336,101996,-185.30931091308594
1683463141.4840293,103259,-163.4295196533203
1683463144.4426394,104972,-166.20298767089844
1683463149.1600144,107137,-163.18673706054688
1683463151.4654577,108515,-162.0897216796875
1683463156.3445876,110943,-162.9054718017578
1683463160.7853673,112895,-166.47537231445312
1683463168.3212483,115976,-164.0044403076172
1683463175.3548012,119045,-162.62220764160156
1683463183.775957,122240,-161.3678741455078
1683463190.3202565,125110,-157.7170867919922
1683463196.3216887,128047,-156.35232543945312
1683463204.4408438,131425,-150.4873046875
1683463212.6596887,134672,-144.5228271484375
1683463222.3787382,138672,-139.76654052734375
1683463233.73089,142672,-125.9241943359375
1683463244.0951786,146672,-117.5324935913086
1683463254.997615,150672,-116.54285430908203
1683463264.4112756,154672,-112.18330383300781
1683463275.1857727,158672,-109.98394775390625
1683463284.6544428,162672,-101.52001190185547
1683463294.556922,166672,-103.00759887695312
1683463305.4120102,170672,-101.39625549316406
1683463316.057929,174672,-98.36724090576172
1683463326.8289583,178672,-89.54692840576172
1683463336.9136155,182672,-92.7682113647461
1683463348.1096714,186672,-93.40375518798828
1683463358.1150813,190672,-89.99485778808594
1683463368.0215645,194672,-93.08958435058594
1683463379.0602782,198672,-96.78658294677734
1683463389.3343115,202672,-97.38106536865234
1683463398.6903384,206596,-98.12527465820312
1683463409.19887,210596,-102.45643615722656
1683463420.1531765,214596,-106.05876159667969
1683463431.7459319,218596,-109.34673309326172
1683463442.2528555,222596,-109.43782806396484
1683463452.6082668,226596,-111.07806396484375
1683463462.5025418,230482,-111.33561706542969
1683463472.1849973,234200,-110.27424621582031
1683463482.1518464,238197,-108.42753601074219
1683463491.5519834,241963,-106.11764526367188
1683463502.4022274,245963,-106.12357330322266
1683463513.6663272,249963,-105.91785430908203
1683463523.700438,253963,-105.27307891845703
1683463533.0180938,257963,-104.40485382080078
1683463543.2646947,261963,-104.27308654785156
1683463553.9154985,265963,-104.76872253417969
1683463564.741343,269945,-103.25
1683463573.4654279,273945,-103.40607452392578
1683463584.1865652,277945,-103.42339324951172
1683463593.2183387,281814,-99.51161193847656
1683463603.846346,285814,-100.38768768310547
1683463613.9205112,289814,-100.97196197509766
1683463622.0473788,293407,-97.88579559326172
1683463630.431017,297380,-96.1902084350586
1683463638.2362263,300786,-94.39189910888672
1683463647.4155521,304462,-86.02667999267578
1683463656.8150628,308200,-79.79621887207031
1683463665.3421402,311813,-70.43360900878906
1683463674.3138914,315466,-62.006927490234375
1683463682.970509,318997,-60.49201202392578
1683463689.8214562,322144,-54.944732666015625
1683463697.2701771,325557,-50.52701950073242
1683463705.3801873,328952,-46.25259780883789
1683463714.5513754,332772,-42.214561462402344
1683463722.9068077,336020,-40.43614196777344
1683463731.8230412,339612,-32.106353759765625
1683463739.5267272,342829,-22.623275756835938
1683463747.0591154,346319,-14.146051406860352
1683463753.5445952,349411,-9.65136432647705
1683463760.500479,352588,-0.22780336439609528
1683463766.3951714,355608,1.7489120960235596
1683463774.0556712,358852,10.520610809326172
1683463780.2683964,361679,22.412765502929688
1683463785.4026086,364149,36.06319808959961
1683463791.3064458,367080,39.14409637451172
1683463798.0120575,369734,48.1346549987793
1683463803.8366523,372241,61.80607986450195
1683463810.074817,374551,71.86943817138672
1683463828.3710635,377257,83.49458312988281
1683463832.4975007,379451,95.75868225097656
1683463837.625958,381890,95.94070434570312
1683463842.954151,384881,100.56535339355469
1683463847.131002,387007,99.4371337890625
1683463856.4355872,390283,101.84458923339844
1683463863.2159286,393555,110.82086944580078
1683463867.3682618,395635,114.9292984008789
1683463871.0717578,397465,117.38607788085938
1683463877.1928,400513,118.50743865966797
1683463881.3132946,402878,122.76634216308594
1683463886.328441,405581,127.19438934326172
1683463889.8168716,407425,122.11598205566406
1683463893.3950317,409452,122.640380859375
1683463896.4008145,411076,121.67949676513672
1683463900.4089484,413218,129.06887817382812
1683463903.4881923,414990,127.05307006835938
1683463906.0449321,416499,135.3912353515625
1683463908.6668112,418079,133.83827209472656
1683463912.3144119,420134,132.37086486816406
1683463914.5846553,421485,124.2308578491211
1683463916.6864574,422776,122.46697998046875
1683463921.514822,425367,122.3148422241211
1683463925.2278903,427473,119.19644927978516
1683463928.609344,429280,110.8166732788086
1683463932.1863215,431238,109.16182708740234
1683463935.2659562,433005,108.92247009277344
1683463937.717443,434504,108.45722961425781
1683463941.5684774,436687,104.70154571533203
1683463943.7130022,438043,101.95223236083984
1683463947.0678961,439759,102.5943603515625
1683463949.7201004,441233,101.94254302978516
1683463952.623295,442906,106.24962615966797
1683463954.994273,444360,106.26224517822266
1683463958.3811853,446213,110.27896881103516
1683463961.3074582,447897,106.78504180908203
1683463964.0456765,449533,111.43377685546875
1683463967.0178068,451250,111.6462173461914
1683463970.957927,453299,113.9976806640625
1683463974.4344969,455129,119.14321899414062
1683463977.6617203,456894,112.65967559814453
1683463980.7430162,458640,118.06417846679688
1683463983.5165,460281,118.16141510009766
1683463985.5074747,461582,115.01984405517578
1683463987.348404,462748,114.81478118896484
1683463989.3979409,463969,114.8730697631836
1683463991.8805592,465473,118.06434631347656
1683463995.3030157,467412,121.8038101196289
1683463997.3244543,468683,120.61862182617188
1683463999.2559645,469839,123.5347671508789
1683464000.866428,470880,121.22468566894531
1683464002.7689168,472093,116.19104766845703
1683464005.0315528,473443,115.30471801757812
1683464006.8388093,474604,117.11764526367188
1683464008.5352736,475692,121.0931396484375
1683464010.6700282,476969,115.5705795288086
1683464013.8257742,478785,118.35506439208984
1683464015.66849,479938,108.80237579345703
1683464017.2793665,481018,109.50015258789062
1683464020.9773388,483192,112.83329772949219
1683464025.1708846,485291,111.80398559570312
1683464027.825823,486809,102.21868896484375
1683464031.0727348,488666,111.60546875
1683464034.6842718,490589,106.45586395263672
1683464036.8001564,491878,101.33535766601562
1683464038.2569852,492827,101.18224334716797
1683464039.4097483,493634,89.97421264648438
1683464042.567467,495493,89.69698333740234
1683464044.4607272,496690,89.07618713378906
1683464046.4497495,497974,86.79345703125
1683464048.162157,499109,86.44879913330078
